projectName,SHA,CommitNumber,Files,Refactored,RefactoringType,Affected Files
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,1a10ca4dc2d3a09fe6275c2b1f4768a71ccb3992,2,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07efe6b,3,,,,
DeRec-GEA,971e97ab1443b0e41b6a4fa42216d92de07
