projectName,SHA,CommitNumber,Files,Refactored,RefactoringType,Affected Files
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,00d733385eda33b4cf5e0481414212d9ab60f0ae,13,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,63130c06368a4e965099a6f199d7f6467558a576,14,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f743bc599d05e7ad343fc,15,,,,
DeRec-GEA,cc4fb0d6a2e48af4992f74
