projectName,SHA,CommitNumber,Files,Refactored,RefactoringType,Affected Files
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,d1f1f713b625c497441f0438f1f8b7d0820b793a,11,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
DeRec-GEA,f3a97a22ca38826763b9c67a9dcb49aa101d345f,12,,,,
